Location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
ESCAP: ASEAN,10918.701,11132.524,11285.374,11384.141,11522.012,11477.693,11414.81,11338.754,11254.923,11160.567,11052.947,10978.146,10957.832,10972.988,10981.831,10991.428,10998.875,10998.114,10991.381,10983.958,10971.195,10959.909,10952.828,10943.133,10930.398,10925.657,10867.208,10727.807,10540.83,10355.282,10147.432,10017.945,10017.414,10092.762,10149.202,10216.338,10200.907,10050.348,9814.489,9591.103,9355.098,9162.277,9048.487,8982.142,8896.073,8804.007,8690.537,8541.335,8366.358,8190.831,8010.846,7818.272,7611.945,7394.221,7167.553,6930.173,6692.373,6459.11,6225.312,5984.086,5740.59,5474.696,5176.909,4858.816,4544.6,4233.154,3923.649,3619.333,3323.219,3033.237,2747.597,2494.173,2285.959,2111.231,1943.615,1786.393,1641.782,1507.581,1382.492,1268.428,1166.213,1060.681,944.837,825.026,714.341,609.872,516.232,436.937,369.237,300.986,246.755,207.118,164.397,118.447,86.119,70.708,58.126,43.785,27.693,17.825,35.715
ESCAP: Central Asia,1829.808,1889.101,1923.617,1935.995,1929.667,1902.47,1862.677,1812.618,1754.618,1691.061,1624.324,1556.463,1489.7,1426.524,1365.799,1306.084,1268.592,1263.26,1281.133,1300.418,1321.988,1355.756,1403.336,1458.813,1513.927,1569.473,1613.129,1637.64,1646.64,1653.879,1660.012,1644.337,1599.015,1533.997,1467.379,1395.897,1331.54,1282.224,1243.17,1201.103,1158.012,1120.989,1092.032,1068.88,1047.892,1030.526,1011.258,987.197,961.285,936.943,910.599,896.763,902.065,918.082,931.076,945.396,942.975,913.948,867.11,821.253,772.768,725.291,682.562,642.292,599.742,557.418,510.776,457.58,401.489,347.885,295.109,252.221,224.091,206.664,189.63,173.409,163.685,161.726,164.407,168.505,176.035,173.933,155.78,127.773,102.19,76.191,55.76,44.996,40.639,35.514,30.964,26.336,20.382,13.329,8.063,5.825,4.602,3.249,1.779,0.892,1.373
ESCAP: ECO,11546.038,11447.942,11330.058,11194.921,11054.358,10892.475,10720.219,10540.212,10355.07,10167.483,9980.132,9795.293,9615.449,9443.423,9277.446,9115.352,8983.713,8894.795,8836.912,8783.262,8735.784,8700.877,8677.906,8662.55,8646.661,8626.554,8608.065,8591.546,8569.369,8537.341,8500.819,8415.94,8261.863,8058.751,7851.365,7635.235,7406.066,7167.678,6923.757,6674.589,6420.639,6182.176,5969.534,5776.549,5584.802,5395.664,5224.674,5076.982,4945.949,4818.092,4694.085,4573.177,4452.963,4332.241,4212.796,4095.0,3965.482,3817.986,3657.688,3497.823,3337.896,3170.274,2993.188,2810.803,2629.963,2450.379,2277.118,2113.756,1959.407,1808.507,1660.849,1528.221,1415.506,1317.622,1223.906,1135.689,1051.704,969.993,890.747,816.953,748.977,678.341,601.407,521.955,447.51,376.727,312.327,256.485,207.974,156.9,116.097,92.297,69.019,45.612,29.405,22.432,17.68,12.342,6.43,2.916,3.519
ESCAP: HDI groups,70956.16,71166.099,71337.451,71471.317,71471.567,71601.237,71680.486,71711.28,71695.614,71651.197,71595.746,71452.513,71191.968,70863.331,70545.268,70221.985,69984.377,69885.75,69890.455,69927.167,70031.264,70132.158,70194.419,70270.989,70316.2,70178.378,70615.508,71948.449,73739.945,75359.377,77085.805,77629.516,76333.585,73848.373,71515.86,69109.244,66958.471,65376.565,64212.616,62909.65,61467.432,60651.796,60752.755,61421.944,62017.341,62662.964,62946.64,62596.583,61787.91,61006.534,60202.142,59068.187,57515.634,55668.944,53767.336,51793.824,49811.519,47886.195,46016.848,44069.058,41988.499,40281.086,39159.233,38368.554,37513.629,36759.234,35435.762,33197.423,30393.757,27717.518,25027.124,22624.621,20729.283,19190.702,17615.713,16054.772,14683.944,13542.543,12565.233,11660.271,10861.418,9984.508,8933.384,7793.585,6745.529,5751.62,4859.036,4108.899,3471.692,2819.646,2290.731,1918.907,1513.718,1073.556,763.454,618.257,503.356,373.242,227.943,139.62,252.022
ESCAP: Landlocked countries (LLDCs),3730.582,3765.512,3780.595,3777.815,3761.103,3726.661,3681.462,3627.213,3565.615,3498.941,3429.447,3356.04,3279.308,3202.628,3126.698,3048.849,2992.652,2969.112,2967.376,2964.053,2961.985,2960.547,2956.463,2949.365,2941.934,2933.386,2915.022,2882.7,2838.823,2792.528,2745.049,2681.017,2594.677,2494.122,2393.183,2289.077,2194.429,2116.926,2051.426,1984.521,1918.223,1857.825,1804.408,1756.318,1711.326,1670.484,1628.429,1582.45,1535.206,1489.772,1442.801,1407.665,1390.453,1383.306,1373.698,1365.821,1341.765,1291.893,1224.972,1159.418,1091.544,1026.103,967.313,912.358,855.556,799.65,739.335,671.923,601.445,533.93,467.371,411.849,372.741,345.34,318.596,293.554,273.001,256.833,243.507,232.542,225.146,211.153,185.779,153.776,124.312,95.137,71.714,57.555,49.745,41.682,35.044,29.287,22.441,14.677,8.963,6.532,5.155,3.635,1.982,0.977,1.488
ESCAP: Least Developed Countries (LDCs),6109.068,6062.328,6032.078,6016.339,6026.949,6031.736,6044.72,6064.088,6088.054,6114.725,6142.221,6169.156,6193.897,6214.39,6230.635,6243.133,6238.596,6210.545,6163.992,6111.987,6053.803,5981.775,5893.989,5794.338,5690.777,5584.32,5472.394,5355.385,5236.645,5114.66,4984.317,4880.553,4818.86,4781.406,4739.036,4702.626,4630.818,4501.711,4336.906,4179.068,4018.636,3876.397,3766.668,3678.475,3584.999,3489.756,3400.34,3317.249,3237.592,3157.93,3078.897,2992.203,2893.348,2785.245,2677.394,2570.373,2452.077,2318.227,2175.122,2033.948,1893.223,1760.087,1639.479,1529.143,1420.571,1313.854,1220.872,1146.173,1084.506,1025.713,971.434,917.274,859.901,800.979,746.142,694.99,641.467,583.352,523.139,465.587,409.763,358.291,312.953,272.601,234.155,198.089,165.744,137.444,112.768,88.663,69.865,57.063,44.069,30.705,21.374,17.008,13.652,9.883,5.692,3.319,5.358
ESCAP: Pacific island dev. econ.,302.273,297.852,293.862,290.237,286.13,283.701,281.294,278.857,276.346,273.808,271.303,268.226,264.308,259.824,255.26,250.447,245.929,242.023,238.405,234.619,230.914,226.332,220.396,213.652,207.107,200.536,194.67,189.981,186.119,182.187,178.249,174.821,172.033,169.642,167.306,165.142,162.458,158.877,154.713,150.655,146.562,142.526,138.652,134.88,131.034,127.168,123.283,119.352,115.418,111.495,107.541,103.77,100.281,96.966,93.629,90.336,86.859,83.08,79.111,75.182,71.238,67.39,63.701,60.11,56.535,53.044,49.419,45.559,41.604,37.773,34.022,30.572,27.565,24.898,22.327,19.894,17.644,15.57,13.661,11.911,10.314,8.858,7.529,6.32,5.24,4.276,3.448,2.755,2.18,1.651,1.264,1.003,0.744,0.483,0.294,0.207,0.16,0.112,0.061,0.027,0.038
ESCAP: SAARC,34611.81,34047.234,33671.573,33461.319,33199.144,33396.218,33647.002,33932.144,34232.311,34552.941,34899.455,35128.653,35171.641,35083.4,34989.839,34868.213,34716.187,34545.997,34352.874,34123.596,33865.352,33574.82,33250.525,32899.753,32526.799,32125.434,31738.967,31387.692,31050.628,30685.1,30297.952,29877.645,29413.582,28910.485,28394.682,27874.111,27282.251,26592.888,25841.84,25090.012,24323.861,23602.679,22961.75,22375.658,21781.811,21190.439,20616.362,20059.96,19517.814,18982.65,18451.759,17931.862,17424.215,16922.195,16420.825,15924.56,15399.736,14830.179,14231.475,13632.528,13024.115,12431.498,11869.053,11322.423,10773.332,10237.988,9652.667,8987.86,8280.668,7593.388,6908.391,6296.644,5798.131,5379.007,4965.287,4571.553,4187.593,3800.827,3419.348,3065.194,2735.584,2418.579,2110.952,1817.114,1543.684,1288.135,1062.099,871.655,711.074,552.156,426.184,345.571,266.615,188.362,133.493,104.936,84.311,62.473,39.426,24.5,51.246
ESCAP: WB High income econ.,1780.224,1860.891,1925.746,1976.494,2009.955,2036.65,2055.514,2067.934,2075.296,2079.367,2081.906,2082.398,2081.448,2081.594,2081.969,2079.399,2098.023,2148.709,2219.57,2288.378,2360.213,2420.302,2459.254,2484.198,2513.421,2545.356,2571.115,2588.775,2602.532,2616.002,2625.49,2652.649,2707.684,2779.658,2850.705,2928.33,2985.497,3008.2,3011.232,3015.653,3007.971,3040.733,3139.232,3273.728,3395.766,3522.951,3586.946,3551.369,3451.464,3357.536,3253.954,3172.456,3135.424,3125.765,3104.92,3081.693,3051.616,3008.957,2959.057,2912.822,2867.883,2828.251,2796.945,2771.694,2742.335,2705.062,2684.366,2689.535,2706.27,2716.461,2730.322,2695.923,2587.678,2431.793,2278.874,2117.383,1975.775,1872.851,1794.115,1706.384,1616.429,1523.277,1423.172,1318.811,1217.863,1120.232,1019.357,913.187,805.083,691.964,601.676,526.627,433.561,322.847,244.836,209.152,174.19,131.396,80.78,51.111,85.896
ESCAP: WB Low income econ.,2058.589,2032.505,2011.634,1995.402,1990.302,1979.82,1972.44,1967.604,1964.75,1963.147,1962.057,1961.809,1962.202,1962.142,1960.279,1956.321,1948.36,1935.119,1916.671,1895.605,1872.874,1839.263,1790.904,1732.427,1673.264,1612.661,1551.591,1491.862,1433.842,1375.227,1315.434,1264.751,1227.74,1199.915,1173.549,1151.775,1124.581,1086.718,1043.893,1004.79,964.947,941.481,942.911,959.771,973.951,988.917,995.269,986.446,966.611,948.607,932.415,904.519,860.302,806.377,751.717,691.808,648.452,632.542,633.038,630.63,632.319,615.817,569.098,504.54,444.725,382.944,339.136,324.798,329.224,330.455,333.172,329.651,313.935,290.398,269.765,250.342,229.624,207.58,184.862,162.247,139.69,118.874,100.757,84.853,69.558,54.995,42.824,33.649,26.796,20.349,15.666,12.467,9.239,5.966,3.736,2.82,2.209,1.528,0.778,0.347,0.367
ESCAP: WB Lower middle income econ.,44033.958,43715.934,43509.929,43400.98,43261.719,43393.738,43552.107,43724.381,43898.155,44077.819,44267.783,44371.448,44342.708,44219.643,44088.139,43933.085,43755.511,43565.207,43358.505,43119.72,42849.334,42571.414,42295.507,42011.553,41702.317,41374.138,41005.592,40585.232,40124.703,39636.994,39107.314,38596.264,38131.366,37677.349,37191.293,36705.637,36072.646,35222.129,34234.014,33253.111,32244.077,31322.746,30559.4,29898.316,29212.39,28525.695,27837.11,27132.899,26420.354,25716.578,25013.462,24319.608,23639.475,22963.584,22280.495,21595.48,20875.455,20103.729,19295.581,18482.786,17658.763,16832.966,16013.219,15193.997,14375.61,13574.392,12723.62,11795.414,10831.132,9893.494,8962.192,8137.742,7474.073,6924.437,6386.235,5877.699,5389.6,4906.303,4435.059,4001.195,3602.535,3211.016,2816.074,2428.787,2069.466,1732.507,1434.551,1185.448,976.482,768.522,603.42,494.265,384.741,273.819,195.846,156.256,126.706,94.562,59.828,37.586,78.07
ESCAP: WB Upper middle income econ.,23083.11,23556.486,23889.856,24098.151,24209.296,24190.732,24100.128,23951.063,23757.114,23530.564,23283.702,23036.561,22805.312,22599.655,22414.584,22252.882,22182.189,22236.425,22395.428,22623.188,22948.576,23300.917,23648.493,24042.549,24426.935,24645.958,25486.95,27282.332,29578.635,31730.935,34037.365,35115.658,34266.596,32191.239,30300.089,28323.265,26775.5,26059.268,25923.228,25635.846,25250.186,25346.584,26110.96,27289.876,28434.981,29625.15,30527.063,30925.616,30949.224,30983.554,31002.05,30671.34,29880.169,28772.952,27629.938,26424.577,25235.732,24140.706,23128.919,22042.573,20829.294,20003.821,19779.751,19898.113,19950.762,20096.651,19688.467,18387.51,16526.971,14776.954,13001.289,11461.164,10353.468,9543.959,8680.738,7809.261,7088.868,6555.735,6151.119,5790.365,5502.682,5131.261,4593.313,3961.083,3388.606,2843.866,2362.296,1976.611,1663.326,1338.804,1069.962,885.542,686.171,470.92,319.033,250.026,200.249,145.755,86.556,50.576,87.688
ESCAP: WB income groups,70955.881,71165.816,71337.165,71471.027,71471.272,71600.94,71680.189,71710.982,71695.315,71650.897,71595.448,71452.216,71191.67,70863.034,70544.971,70221.687,69984.083,69885.46,69890.174,69926.891,70030.997,70131.896,70194.158,70270.727,70315.937,70178.113,70615.248,71948.201,73739.712,75359.158,77085.603,77629.322,76333.386,73848.161,71515.636,69109.007,66958.224,65376.315,64212.367,62909.4,61467.181,60651.544,60752.503,61421.691,62017.088,62662.713,62946.388,62596.33,61787.653,61006.275,60201.881,59067.923,57515.37,55668.678,53767.07,51793.558,49811.255,47885.934,46016.595,44068.811,41988.259,40280.855,39159.013,38368.344,37513.432,36759.049,35435.589,33197.257,30393.597,27717.364,25026.975,22624.48,20729.154,19190.587,17615.612,16054.685,14683.867,13542.469,12565.155,11660.191,10861.336,9984.428,8933.316,7793.534,6745.493,5751.6,4859.028,4108.895,3471.687,2819.639,2290.724,1918.901,1513.712,1073.552,763.451,618.254,503.354,373.241,227.942,139.62,252.021
ESCAP: high HDI,1771.83,1852.601,1917.502,1968.243,2001.856,2028.353,2047.021,2059.255,2066.447,2070.347,2072.7,2073.109,2072.23,2072.54,2073.08,2070.724,2089.439,2140.008,2210.635,2279.235,2350.825,2410.865,2450.08,2475.474,2505.108,2537.497,2563.481,2580.992,2594.367,2607.506,2616.642,2643.588,2698.646,2770.797,2841.981,2919.729,2977.038,2999.897,3003.085,3007.677,3000.204,3033.039,3131.402,3265.638,3387.442,3514.373,3578.259,3542.814,3443.193,3349.533,3246.252,3164.994,3128.088,3118.489,3097.739,3074.609,3044.71,3002.359,2952.844,2906.984,2862.438,2823.135,2792.049,2766.952,2737.76,2700.643,2680.141,2685.577,2702.614,2713.094,2727.246,2693.089,2585.008,2429.236,2276.435,2115.05,1973.581,1870.863,1792.371,1704.865,1615.136,1522.173,1422.204,1317.943,1217.095,1119.554,1018.767,912.694,804.687,691.664,601.45,526.445,433.421,322.749,244.765,209.095,174.144,131.363,80.761,51.1,85.88
ESCAP: high income,1774.779,1855.77,1920.832,1971.684,2005.419,2031.902,2050.54,2062.731,2069.872,2073.713,2075.998,2076.365,2075.488,2075.832,2076.397,2074.054,2092.816,2143.48,2214.226,2282.944,2354.673,2414.753,2453.851,2479.034,2508.476,2540.654,2566.527,2584.092,2597.626,2610.899,2620.167,2647.222,2702.346,2774.529,2845.753,2923.554,2980.848,3003.591,3006.602,3011.019,3003.347,3036.06,3134.426,3268.742,3390.611,3517.617,3581.511,3545.958,3446.161,3352.338,3248.879,3167.506,3130.591,3121.046,3100.331,3077.244,3047.329,3004.861,2955.17,2909.147,2864.437,2824.989,2793.795,2768.617,2739.336,2702.125,2681.561,2686.975,2704.02,2714.505,2728.67,2694.497,2586.353,2430.489,2277.598,2116.125,1974.568,1871.764,1793.19,1705.602,1615.788,1522.744,1422.699,1318.365,1217.446,1119.839,1018.994,912.882,804.846,691.795,601.563,526.541,433.497,322.8,244.799,209.12,174.165,131.379,80.771,51.106,85.888
ESCAP: income groups,70956.16,71166.099,71337.451,71471.317,71471.567,71601.237,71680.486,71711.28,71695.614,71651.197,71595.746,71452.513,71191.968,70863.331,70545.268,70221.985,69984.377,69885.75,69890.455,69927.167,70031.264,70132.158,70194.419,70270.989,70316.2,70178.378,70615.508,71948.449,73739.945,75359.377,77085.805,77629.516,76333.585,73848.373,71515.86,69109.244,66958.471,65376.565,64212.616,62909.65,61467.432,60651.796,60752.755,61421.944,62017.341,62662.964,62946.64,62596.583,61787.91,61006.534,60202.142,59068.187,57515.634,55668.944,53767.336,51793.824,49811.519,47886.195,46016.848,44069.058,41988.499,40281.086,39159.233,38368.554,37513.629,36759.234,35435.762,33197.423,30393.757,27717.518,25027.124,22624.621,20729.283,19190.702,17615.713,16054.772,14683.944,13542.543,12565.233,11660.271,10861.418,9984.508,8933.384,7793.585,6745.529,5751.62,4859.036,4108.899,3471.692,2819.646,2290.731,1918.907,1513.718,1073.556,763.454,618.257,503.356,373.242,227.943,139.62,252.022
ESCAP: low HDI,36287.71,35697.046,35299.584,35071.367,34794.175,34981.482,35224.321,35502.978,35797.774,36114.157,36457.589,36682.574,36719.087,36622.909,36521.54,36391.514,36231.97,36055.905,35857.48,35621.428,35355.092,35054.525,34717.631,34351.766,33963.387,33547.645,33138.947,32753.977,32376.664,31969.837,31535.568,31084.9,30617.835,30126.944,29620.161,29114.372,28507.357,27754.977,26912.311,26074.451,25217.403,24434.407,23779.945,23210.779,22627.958,22049.756,21477.092,20900.019,20323.079,19757.299,19196.342,18647.018,18112.467,17584.85,17056.434,16532.653,15978.824,15378.126,14747.175,14115.893,13474.107,12852.016,12266.322,11700.061,11131.322,10578.549,9968.9,9268.438,8519.333,7792.591,7067.938,6425.834,5911.582,5486.532,5066.419,4667.698,4278.378,3883.905,3493.438,3132.245,2797.107,2473.685,2157.931,1855.105,1573.412,1309.932,1077.361,882.458,718.934,556.903,428.505,346.702,266.983,188.308,133.158,104.5,83.908,62.142,39.2,24.335,50.983
ESCAP: low income,39065.447,38478.022,38073.665,37829.621,37517.62,37680.767,37892.806,38135.288,38389.801,38664.085,38965.891,39145.893,39133.297,38988.214,38843.288,38674.099,38492.207,38317.359,38139.309,37924.87,37676.851,37427.705,37189.028,36947.776,36678.998,36387.369,36060.003,35687.873,35276.558,34837.542,34364.722,33869.403,33357.1,32818.87,32257.911,31694.789,31025.1,30204.045,29290.947,28382.504,27450.472,26617.162,25950.44,25392.688,24817.796,24250.212,23673.681,23067.203,22443.713,21834.375,21229.643,20632.698,20047.156,19466.002,18879.678,18291.36,17681.322,17039.162,16373.579,15703.589,15025.322,14341.58,13655.643,12965.224,12276.602,11602.732,10885.166,10100.038,9282.998,8487.498,7695.601,6996.675,6438.33,5978.752,5527.7,5102.224,4688.071,4268.762,3853.907,3471.298,3117.378,2773.604,2434.131,2105.661,1799.915,1513.605,1258.247,1040.471,854.547,669.269,520.682,425.336,331.677,238.418,173.171,139.077,113.078,84.921,54.611,34.945,74.588
ESCAP: lower middle HDI,26778.44,27420.328,27883.017,28185.996,28436.331,28407.765,28300.141,28130.021,27913.978,27660.303,27377.302,27122.876,26930.138,26790.845,26660.874,26545.729,26517.32,26606.079,26787.091,27022.514,27340.897,27649.239,27904.24,28163.909,28410.338,28504.039,29125.797,30566.535,32433.6,34171.712,36045.87,36836.04,35928.003,33945.031,32134.05,30256.933,28788.919,28096.061,27949.984,27676.335,27314.12,27438.011,28235.95,29449.497,30618.717,31819.334,32729.065,33135.34,33157.286,33179.746,33189.526,32773.232,31783.918,30408.132,28999.557,27511.656,26095.795,24871.1,23791.76,22628.45,21349.706,20431.673,20063.696,20012.168,19913.939,19913.446,19409.561,18089.332,16261.116,14540.058,12795.755,11293.699,10225.7,9453.634,8635.413,7824.846,7111.864,6502.345,5972.086,5495.058,5081.314,4643.632,4137.392,3599.088,3110.304,2655.314,2239.737,1874.717,1553.654,1225.158,958.125,785.25,610.368,430.658,306.619,247.12,199.973,147.957,91.08,55.135,102.777
ESCAP: lower middle income,9671.484,9912.57,10080.604,10183.73,10325.219,10261.557,10173.991,10069.016,9953.122,9823.616,9677.816,9568.088,9519.286,9510.362,9494.774,9481.05,9465.516,9441.423,9412.171,9388.276,9368.044,9343.795,9312.874,9277.619,9244.523,9214.092,9179.9,9140.003,9098.187,9052.568,8994.354,8969.577,8998.02,9053.751,9097.297,9144.01,9126.089,9008.166,8824.178,8643.662,8452.982,8274.42,8126.156,7996.452,7852.514,7697.429,7553.021,7425.748,7306.489,7181.89,7057.302,6907.36,6718.944,6504.523,6287.709,6061.405,5843.801,5645.575,5456.296,5258.971,5061.871,4836.963,4570.138,4277.59,3990.385,3703.262,3430.667,3183.233,2955.187,2729.617,2509.329,2304.752,2119.212,1949.689,1788.162,1634.227,1494.615,1371.214,1259.977,1156.35,1062.887,963.916,851.669,733.605,624.485,520.815,430.034,357.156,298.089,237.623,191.443,158.084,122.014,83.141,55.672,43.422,34.701,24.968,14.231,7.922,12.592
ESCAP: other Asia-Pacific countries/areas,3947.431,3996.798,4021.865,4025.144,4035.921,3991.828,3936.846,3873.043,3802.488,3727.478,3650.297,3571.928,3494.019,3419.287,3348.155,3279.749,3230.875,3209.715,3209.708,3212.378,3216.91,3241.072,3290.402,3354.95,3418.626,3483.927,3534.437,3560.095,3566.607,3571.441,3573.176,3556.423,3515.929,3458.061,3393.796,3320.137,3248.399,3185.073,3124.727,3057.264,2986.881,2902.915,2799.733,2684.123,2568.884,2451.949,2339.678,2236.687,2140.588,2043.611,1946.409,1856.634,1777.035,1704.523,1634.01,1567.421,1497.647,1420.928,1341.024,1263.989,1186.854,1119.927,1068.396,1026.368,984.469,946.608,897.736,830.065,751.613,677.574,604.166,541.484,495.843,462.017,428.134,396.205,366.379,337.422,309.648,284.654,262.182,239.831,216.584,193.204,171.555,151.348,132.149,113.959,96.901,79.517,65.597,55.568,44.514,32.34,23.855,19.919,16.323,11.997,6.927,4.06,6.084
ESCAP: upper middle HDI,6118.18,6196.124,6237.348,6245.711,6239.205,6183.637,6109.003,6019.026,5917.415,5806.39,5688.155,5573.954,5470.513,5377.037,5289.774,5214.018,5145.648,5083.758,5035.249,5003.99,4984.45,5017.529,5122.468,5279.84,5437.367,5589.197,5787.283,6046.945,6335.314,6610.322,6887.725,7064.988,7089.101,7005.601,6919.668,6818.21,6685.157,6525.63,6347.236,6151.187,5935.705,5746.339,5605.458,5496.03,5383.224,5279.501,5162.224,5018.41,4864.352,4719.956,4570.022,4482.943,4491.161,4557.473,4613.606,4674.906,4692.19,4634.61,4525.069,4417.731,4302.248,4174.262,4037.166,3889.373,3730.608,3566.596,3377.16,3154.076,2910.694,2671.775,2436.185,2211.999,2006.993,1821.3,1637.446,1447.178,1320.121,1285.43,1307.338,1328.103,1367.861,1345.018,1215.857,1021.449,844.718,666.82,523.171,439.03,394.417,345.921,302.651,260.51,202.946,131.841,78.912,57.542,45.331,31.78,16.902,9.05,12.382
ESCAP: upper middle income,20444.45,20919.737,21262.35,21486.282,21623.309,21627.011,21563.149,21444.245,21282.819,21089.783,20876.041,20662.167,20463.897,20288.923,20130.809,19992.782,19933.838,19983.488,20124.749,20331.077,20631.696,20945.905,21238.666,21566.56,21884.203,22036.263,22809.078,24536.481,26767.574,28858.368,31106.562,32143.314,31276.119,29201.223,27314.899,25346.891,23826.434,23160.763,23090.889,22872.465,22560.631,22724.154,23541.733,24764.062,25956.42,27197.706,28138.427,28557.674,28591.547,28637.931,28666.318,28360.623,27618.943,26577.373,25499.618,24363.815,23239.067,22196.597,21231.803,20197.351,19036.869,18277.554,18139.657,18357.123,18507.306,18751.115,18438.368,17227.177,15451.552,13785.898,12093.524,10628.697,9585.388,8831.772,8022.253,7202.196,6526.69,6030.803,5658.159,5327.021,5065.365,4724.244,4224.885,3635.954,3103.683,2597.361,2151.761,1798.39,1514.21,1220.959,977.043,808.946,626.53,429.197,289.812,226.638,181.412,131.974,78.33,45.647,78.954
